,Unnamed: 0,title,text,rating,final_text,final_title,title_text,year
1393,1393,Perfeito!,"Amo o Outback em tudo, comida, atendimento, bom espaço, situado em um ótimo lugar. É perfeito para sair com os amigos, vou quase todos os meses e não enjoo nunca. Essa última vez comi aquele franguinho empanado, meu preferido. 
super indico!",1,amo outback tudo comida atendimento bom espaço situado ótimo lugar perfeito sair amigos vou quase todos meses enjoo nunca última vez comi franguinho empanado preferido super indico,perfeito,amo outback tudo comida atendimento bom espaço situado ótimo lugar perfeito sair amigos vou quase todos meses enjoo nunca última vez comi franguinho empanado preferido super indico perfeito,2015
1394,1394,Restaurante maravilhoso!,"Um restaurante muito bom!! Comida excelente e ótimo atendimento! O chopp é ""estupidamente gelado"".. uma delícia! Recomendo e voltarei sempre que puder.",1,restaurante bom comida excelente ótimo atendimento chopp estupidamente gelado delícia recomendo voltarei sempre puder,restaurante maravilhoso,restaurante bom comida excelente ótimo atendimento chopp estupidamente gelado delícia recomendo voltarei sempre puder restaurante maravilhoso,2015
1395,1395,Amo,"Adoro tudo a comida, o ambiente escurinho, o chá preto de lá é o melhor!!! A batata com queijo e bacon é ótima! O atendimento é excelente, preço é ótimo! É o Thunder nem se fala...",1,adoro tudo comida ambiente escurinho chá preto melhor batata queijo bacon ótima atendimento excelente preço ótimo thunder fala,amo,adoro tudo comida ambiente escurinho chá preto melhor batata queijo bacon ótima atendimento excelente preço ótimo thunder fala amo,2015
1396,1396,Amoooo essa comida,Sempre que posso vou ao outback e pra mim a perfeição é pedir a costelinha! E encerrar com chocolate Thunder!  Só  que tem que chegar cedo pois sempre está muito cheio e a espera é longa.,1,sempre posso vou outback pra mim perfeição pedir costelinha encerrar chocolate thunder chegar cedo pois sempre cheio espera longa,amoooo comida,sempre posso vou outback pra mim perfeição pedir costelinha encerrar chocolate thunder chegar cedo pois sempre cheio espera longa amoooo comida,2015
1397,1397,O chopp de lá é muito bom!,"Já fui diversas vezes e digo: o chopp do outback é muito bom, a comida também, e o atendimento sempre bom. O único ponto ruim é o longo tempo de espera.",1,diversas vezes digo chopp outback bom comida atendimento sempre bom único ponto ruim longo tempo espera,chopp bom,diversas vezes digo chopp outback bom comida atendimento sempre bom único ponto ruim longo tempo espera chopp bom,2015
1398,1398,Uma boa opcão,"Fica claro que a especialidade da casa são as cebolas fritas. A outra pedida foi as costelas de porco com molho barbecue, já este prato deixou a desejar, a carne estava muito seca,  o molho apimentado e o pure de batatas que acompanhava o prato...Mais",1,fica claro especialidade casa cebolas fritas outra pedida costelas porco molho barbecue prato deixou desejar carne seca molho apimentado pure batatas acompanhava prato,boa opcão,fica claro especialidade casa cebolas fritas outra pedida costelas porco molho barbecue prato deixou desejar carne seca molho apimentado pure batatas acompanhava prato boa opcão,2015
1399,1399,"Lotado, mas delicioso!","Apesar de estar constantemente em sua capacidade máxima de lotação (ou seja, é bastante difícil entrar em horários de rush), é um restaurante com um capricho único e um tempero maravilhoso. Vale à pena se submeter àquela fila quilometrica se você não estiver com pressa...",1,apesar estar constantemente capacidade máxima lotação bastante difícil entrar horários rush restaurante capricho único tempero maravilhoso vale pena submeter àquela fila quilometrica pressa,lotado delicioso,apesar estar constantemente capacidade máxima lotação bastante difícil entrar horários rush restaurante capricho único tempero maravilhoso vale pena submeter àquela fila quilometrica pressa lotado delicioso,2015
1400,1400,Problemas,"Experiência ruim no outback do Pier. Um dos pratos veio com um cabelo e o chopp veio com um pedaço de carne.
Só vieram tentar tentar se retratar depois que fiz reclamação no site.
Adoro o outback, mas no de lá não volto mais.",0,experiência ruim outback pier pratos veio cabelo chopp veio pedaço carne vieram tentar tentar retratar fiz reclamação site adoro outback volto,problemas,experiência ruim outback pier pratos veio cabelo chopp veio pedaço carne vieram tentar tentar retratar fiz reclamação site adoro outback volto problemas,2015
1401,1401,Cardápio muito confuso,"Comida boa ainda que o cardápio seja confuso. Não fui num dia lotado e mesmo assim, demorei para ser atendido. Mesa muito apertada. Não fuja do Ribs. É o melhor prato.",0,comida boa ainda cardápio confuso dia lotado assim demorei ser atendido mesa apertada fuja ribs melhor prato,cardápio confuso,comida boa ainda cardápio confuso dia lotado assim demorei ser atendido mesa apertada fuja ribs melhor prato cardápio confuso,2015
1402,1402,Almoço Maravilhoso,"Atendimento excelente pessoas super educadas, Comida muito boa, lugar muito bonito, a Melhor cebola e do Putback, super índico ...",1,atendimento excelente pessoas super educadas comida boa lugar bonito melhor cebola putback super índico,almoço maravilhoso,atendimento excelente pessoas super educadas comida boa lugar bonito melhor cebola putback super índico almoço maravilhoso,2015
1403,1403,Carnes bem temperadas e no ponto certo,"Um dos maiores problemas que encontramos em Brasília é conseguir que a carne venha ao ponto ou mal passada. No Outback a carne vem sempre no "" ponto do freguês"". O atendimento é eficiente, rápido e cortês. Os pratos são levemente apimentados em geral, e...Mais",1,maiores problemas encontramos brasília conseguir carne venha ponto mal passada outback carne vem sempre ponto freguês atendimento eficiente rápido cortês pratos levemente apimentados geral,carnes bem temperadas ponto certo,maiores problemas encontramos brasília conseguir carne venha ponto mal passada outback carne vem sempre ponto freguês atendimento eficiente rápido cortês pratos levemente apimentados geral carnes bem temperadas ponto certo,2015
1404,1404,Ainda Vale a Fila,"A comida é a mesma no mundo inteiro e as filas também em boa parte do Brasil, mas o ambiente e a qualidade ainda fazem valer a pena as filas existentes.",1,comida mesma mundo inteiro filas boa parte brasil ambiente qualidade ainda fazem valer pena filas existentes,ainda vale fila,comida mesma mundo inteiro filas boa parte brasil ambiente qualidade ainda fazem valer pena filas existentes ainda vale fila,2015
1405,1405,Comida boa e 2h30min de espera.,"Pegamos  a senha as 19hs, de uma  quarta-feira, para um happy. Fomos para um café  ao lado e ficamos esperando por 2h30min até   a liberação  da mesa. A comida é  boa, mas não  vale o tempo gasto. Vou pensar  duas vezes  em voltar lá",0,pegamos senha 19hs quarta feira happy café lado ficamos esperando 2h30min liberação mesa comida boa vale tempo gasto vou pensar duas vezes voltar,comida boa 2h30min espera,pegamos senha 19hs quarta feira happy café lado ficamos esperando 2h30min liberação mesa comida boa vale tempo gasto vou pensar duas vezes voltar comida boa 2h30min espera,2015
1406,1406,Atendimento precisa melhorar muito.,"Precisa colocar mais de um garçom para servir as pessoas que esperam por uma mesa. Somente uma vez presenciei mais de um garçom atendendo e sempre alternadamente. Às vezes, ele some, já ficou 10 minutos sem aparecer ninguém. É muito tempo sem atendimento. Também há...Mais",0,precisa colocar garçom servir pessoas esperam mesa somente vez presenciei garçom atendendo sempre alternadamente vezes some ficou minutos aparecer ninguém tempo atendimento,atendimento precisa melhorar,precisa colocar garçom servir pessoas esperam mesa somente vez presenciei garçom atendendo sempre alternadamente vezes some ficou minutos aparecer ninguém tempo atendimento atendimento precisa melhorar,2015
1407,1407,Diferente,"Pra quem já conhece não tem novidade. Atendimento muito bom, assim como a comida. 
Pra quem não conhece, vale muito a pena, especialmente a Costelinha e a cebola empanada.",1,pra conhece novidade atendimento bom assim comida pra conhece vale pena especialmente costelinha cebola empanada,diferente,pra conhece novidade atendimento bom assim comida pra conhece vale pena especialmente costelinha cebola empanada diferente,2015
1408,1408,Continua bom..,"Dessa última vez que fui ao Outback PS foi tudo muito bom.. O garçom que me at breu foi muito simpatico.. Os pratos estavam deliciosos.. Suco então nem se fala. Só deixa a desejar a espera, mas compensa por está tão bom.",1,dessa última vez outback tudo bom garçom breu simpatico pratos deliciosos suco então fala deixa desejar espera compensa tão bom,continua bom,dessa última vez outback tudo bom garçom breu simpatico pratos deliciosos suco então fala deixa desejar espera compensa tão bom continua bom,2015
1409,1409,Comida excelente,"Fui á unidade do Park Shopping, mas aprecio a do Pier 21 em dias de semana. Todas as franquias oferecem a mesma qualidade em seus pratos. Garçons prestativos e atenciosos, chopp gelado, carnes no ponto e bom custo benefício, uma vez que se tem porções...Mais",1,unidade park shopping aprecio pier dias semana todas franquias oferecem mesma qualidade pratos garçons prestativos atenciosos chopp gelado carnes ponto bom custo benefício vez porções,comida excelente,unidade park shopping aprecio pier dias semana todas franquias oferecem mesma qualidade pratos garçons prestativos atenciosos chopp gelado carnes ponto bom custo benefício vez porções comida excelente,2015
1410,1410,ótimo almoço,"O ambiente é indiscutível , moderno e aconchegante. Atendimento rápido e pratos maravilhosos. Aos finais de semana, precisa chegar bem cedo e esperar muito pois a fila de espera é grande. Recomendo a todos.",1,ambiente indiscutível moderno aconchegante atendimento rápido pratos maravilhosos finais semana precisa chegar bem cedo esperar pois fila espera grande recomendo todos,ótimo almoço,ambiente indiscutível moderno aconchegante atendimento rápido pratos maravilhosos finais semana precisa chegar bem cedo esperar pois fila espera grande recomendo todos ótimo almoço,2015
1411,1411,Adoro!,"Outback é bom e Barato !!!!
Esse restaurante sem dúvida é TOP, tudo é bom, e o atendimento é 10 ,parabéns !!!",1,outback bom barato restaurante dúvida top tudo bom atendimento parabéns,adoro,outback bom barato restaurante dúvida top tudo bom atendimento parabéns adoro,2015
1412,1412,Sempre agradável!,"Atendimento exemplar, comida sempre mantendo padrão de qualidade, ambiente sempre aconchegante. Sempre bom voltar ao Outback. O que tem a melhor vista, em Brasília, é o do Pier 21. Indico.",1,atendimento exemplar comida sempre mantendo padrão qualidade ambiente sempre aconchegante sempre bom voltar outback melhor vista brasília pier indico,sempre agradável,atendimento exemplar comida sempre mantendo padrão qualidade ambiente sempre aconchegante sempre bom voltar outback melhor vista brasília pier indico sempre agradável,2015
1413,1413,Muito bom!,"A comida é ótima e mantém o padrão outback de outras lojas da franquia!

A picanha e o camarão são os meus preferidos, a batata frita com bacon e queijo é espetacular.",1,comida ótima mantém padrão outback outras lojas franquia picanha camarão preferidos batata frita bacon queijo espetacular,bom,comida ótima mantém padrão outback outras lojas franquia picanha camarão preferidos batata frita bacon queijo espetacular bom,2015
1414,1414,Bom atendimento,"O restaurante tem um clima muito agradável e um bom atendimento. Embora não seja o tipo de gastronomia da minha preferência,considero a cebola empanada muito boa.",1,restaurante clima agradável bom atendimento embora tipo gastronomia preferência considero cebola empanada boa,bom atendimento,restaurante clima agradável bom atendimento embora tipo gastronomia preferência considero cebola empanada boa bom atendimento,2015
1415,1415,Comida,"Top, dentro do shopping, bom para estacionar e o atendimento perfeito, a cebola não se discuti, chopp geladíssimo, costelas no ponto, recomendo!!!",1,top dentro shopping bom estacionar atendimento perfeito cebola discuti chopp geladíssimo costelas ponto recomendo,comida,top dentro shopping bom estacionar atendimento perfeito cebola discuti chopp geladíssimo costelas ponto recomendo comida,2015
1416,1416,Almoço,"Delicioso! Atendimento nota 100! A comida estava muito boa! A costelinha de porco ao molho barbecue é show! Conheça vale a pena. Preço em média 49,00 o prato",1,delicioso atendimento nota 100 comida boa costelinha porco molho barbecue show conheça vale pena preço média prato,almoço,delicioso atendimento nota 100 comida boa costelinha porco molho barbecue show conheça vale pena preço média prato almoço,2015
1417,1417,muito bom..,"Adoro o outras, a comida é excelente, o ambiente é super agradável, é o atendimento sempre muito bom.",1,adoro outras comida excelente ambiente super agradável atendimento sempre bom,bom,adoro outras comida excelente ambiente super agradável atendimento sempre bom bom,2015
1418,1418,otimo ,"otimo restaurante, comida deliciosa, bom atendimento... um chop maravilhoso... no happy hour nao tem melhor",1,otimo restaurante comida deliciosa bom atendimento chop maravilhoso happy hour nao melhor,otimo,otimo restaurante comida deliciosa bom atendimento chop maravilhoso happy hour nao melhor otimo,2015
1419,1419,Bom lugar,"A fila para entrar, dependendo do dia e da hora, e o atendimento quando o restaurante está cheio são as únicas desvantagens para não ser um lugar excelente. A comida é muito boa, farta, e as bebidas vem muito geladas, no ponto.",1,fila entrar dependendo dia hora atendimento restaurante cheio únicas desvantagens ser lugar excelente comida boa farta bebidas vem geladas ponto,bom lugar,fila entrar dependendo dia hora atendimento restaurante cheio únicas desvantagens ser lugar excelente comida boa farta bebidas vem geladas ponto bom lugar,2015
1420,1420,Adoro,"Carne de primeira, atendimento muito bom, sobremesas deliciosas, chopp gelado . O que deixa a desejar é que os pratos não podem sair do padrão e para meu gosto alguns  são apimentados demais.",1,carne primeira atendimento bom sobremesas deliciosas chopp gelado deixa desejar pratos podem sair padrão gosto alguns apimentados demais,adoro,carne primeira atendimento bom sobremesas deliciosas chopp gelado deixa desejar pratos podem sair padrão gosto alguns apimentados demais adoro,2015
1421,1421,Muito bom,"Adoro pedir um ribs com batatinha. É o melhor de lá. Para um grupo grande e descontraído, pode ser uma boa pedir a cebola, pq ela é um pouco enjoativa.",1,adoro pedir ribs batatinha melhor grupo grande descontraído pode ser boa pedir cebola pouco enjoativa,bom,adoro pedir ribs batatinha melhor grupo grande descontraído pode ser boa pedir cebola pouco enjoativa bom,2015
1422,1422,"Chop geladíssimo, ótima comida e preço justo!","Ambiente agradável e limpo, atendimento muito bom, o chop geladíssimo (pode pedir de 600 ml que se toma sem esquentar!), não deixem de experimentar a costela suína (Ribs On The Barbie) e a cebola gigante (Bloomin' Onion)!",1,ambiente agradável limpo atendimento bom chop geladíssimo pode pedir 600 toma esquentar deixem experimentar costela suína ribs the barbie cebola gigante bloomin onion,chop geladíssimo ótima comida preço justo,ambiente agradável limpo atendimento bom chop geladíssimo pode pedir 600 toma esquentar deixem experimentar costela suína ribs the barbie cebola gigante bloomin onion chop geladíssimo ótima comida preço justo,2015
1423,1423,Resenha,"toppppp, melhor bebida e comida de Brasilia, aceitei na escolha!!! Muito bom mesmo. Melhor costela que já comi, as sobremesas também são as melhores do Brasil.",1,toppppp melhor bebida comida brasilia aceitei escolha bom melhor costela comi sobremesas melhores brasil,resenha,toppppp melhor bebida comida brasilia aceitei escolha bom melhor costela comi sobremesas melhores brasil resenha,2015
1424,1424,Algumas falhas na entrega correta do pedido,"Várias vezes entregam salada faltando algum ingrediente e carne não vem no ponto solicitado.
Demora no atendimento quando lotado, mas faz parte do estilo do restaurante, mas poderiam dar preferência quando se solicita urgência/ pressa.
Conta sempre correta.",1,várias vezes entregam salada faltando algum ingrediente carne vem ponto solicitado demora atendimento lotado faz parte estilo restaurante poderiam dar preferência solicita urgência pressa conta sempre correta,algumas falhas entrega correta pedido,várias vezes entregam salada faltando algum ingrediente carne vem ponto solicitado demora atendimento lotado faz parte estilo restaurante poderiam dar preferência solicita urgência pressa conta sempre correta algumas falhas entrega correta pedido,2015
1425,1425,Excelente para quem aprecia carnes!,Local com ambiente muito agradável para um happy-hour! Perfeito para encontrar os amigos para um bate-papo e comer tira -gosto,1,local ambiente agradável happy hour perfeito encontrar amigos bate papo comer tira gosto,excelente aprecia carnes,local ambiente agradável happy hour perfeito encontrar amigos bate papo comer tira gosto excelente aprecia carnes,2015
1426,1426,"Filas de espera, sempre","O ambiente está sempre cheio, lotado. Isso implica em um atendimento lento, demora na entrega dos pedidos e no fechamento da conta. Ademais, a comida segue o padrão dos restaurantes do gênero: nada excepcional. Drinks ok, chop gelado, sobremesas agradáveis. É sempre uma opção para...Mais",0,ambiente sempre cheio lotado implica atendimento lento demora entrega pedidos fechamento conta ademais comida segue padrão restaurantes gênero nada excepcional drinks chop gelado sobremesas agradáveis sempre opção,filas espera sempre,ambiente sempre cheio lotado implica atendimento lento demora entrega pedidos fechamento conta ademais comida segue padrão restaurantes gênero nada excepcional drinks chop gelado sobremesas agradáveis sempre opção filas espera sempre,2015
1427,1427,Amo outback,"Tudo me agrada, principalmente a costelinha suina e o pao de acompanhamento alem. Da batata recheada. Ultimamente tem estado cheio demais, porem nao afeta a qualidade da comida. Apenas fica lento o atendimento, porem comoensa inclusive no ticante ao preco. Nota 10!",1,tudo agrada principalmente costelinha suina pao acompanhamento alem batata recheada ultimamente estado cheio demais porem nao afeta qualidade comida apenas fica lento atendimento porem comoensa inclusive ticante preco nota,amo outback,tudo agrada principalmente costelinha suina pao acompanhamento alem batata recheada ultimamente estado cheio demais porem nao afeta qualidade comida apenas fica lento atendimento porem comoensa inclusive ticante preco nota amo outback,2015
1428,1428,Bom lugar,"Um ótimo lugar para ir com amigos e família, chopp geladinho com excelentes opções para tira gosto. Chegar cedo, pois a procura por mesa é grande!",1,ótimo lugar amigos família chopp geladinho excelentes opções tira gosto chegar cedo pois procura mesa grande,bom lugar,ótimo lugar amigos família chopp geladinho excelentes opções tira gosto chegar cedo pois procura mesa grande bom lugar,2015
1429,1429,Superestimado!,"Não é ruim, mas também não tanto assim. Por um tempo menor de espera já comi pratos no mesmo estilo bem melhores. Mas o brasilense adora pagar pela fama do local.",1,ruim tanto assim tempo menor espera comi pratos estilo bem melhores brasilense adora pagar fama local,superestimado,ruim tanto assim tempo menor espera comi pratos estilo bem melhores brasilense adora pagar fama local superestimado,2015
1430,1430,Excelente almoço com os amigos !,"Outback tem um bom cardápio e muitas vezes é indicado para ir à noite ... mas eu recomendo o Menu Lunch para um excelente almoço com os amigos. Escolha uma carne, peixe ou frango junto com um acompanhamento e uma salada de entrada. Recomendo o...Mais",1,outback bom cardápio muitas vezes indicado noite recomendo menu lunch excelente almoço amigos escolha carne peixe frango junto acompanhamento salada entrada recomendo,excelente almoço amigos,outback bom cardápio muitas vezes indicado noite recomendo menu lunch excelente almoço amigos escolha carne peixe frango junto acompanhamento salada entrada recomendo excelente almoço amigos,2015
1431,1431,Boa comida e discontração,"Excelente lugar para se descontrair com os amigos. Está sempre cheio, portanto chegue cedo. A comida é muito boa e o atendimento nota 10. Peça um drink de frutas vermelhas, é muito bom!",1,excelente lugar descontrair amigos sempre cheio portanto chegue cedo comida boa atendimento nota peça drink frutas vermelhas bom,boa comida discontração,excelente lugar descontrair amigos sempre cheio portanto chegue cedo comida boa atendimento nota peça drink frutas vermelhas bom boa comida discontração,2015
1432,1432,Bom local para encontro com amigos,"Local muito bom para um encontro com amigos, comemorar aniversários , com tira-gosto e refeições de boa qualidade , onde o ponto de excelência soa as carnes e costelas, bem como a cebola à milanesa .Chopes gelados",1,local bom encontro amigos comemorar aniversários tira gosto refeições boa qualidade onde ponto excelência soa carnes costelas bem cebola milanesa chopes gelados,bom local encontro amigos,local bom encontro amigos comemorar aniversários tira gosto refeições boa qualidade onde ponto excelência soa carnes costelas bem cebola milanesa chopes gelados bom local encontro amigos,2015
1433,1433,Muito bom,"TOP demais.
Atendimento de primeira.
Ambiente divertido e com uma comida muito boa.
Seria melhor ainda se tivesse musica ao vivo.
Excelente lugar para ir com a família ou amigos.",1,top demais atendimento primeira ambiente divertido comida boa melhor ainda musica vivo excelente lugar família amigos,bom,top demais atendimento primeira ambiente divertido comida boa melhor ainda musica vivo excelente lugar família amigos bom,2015
1434,1434,Muito bom quando não está lotado,"Gosto muito do Outback, quando não está lotado. Isso é algo difícil de acontecer, mas a diferença no atendimento é gritante. Quando a fila de espera dura mais de uma hora, pode se preparar para garçons estressados (e por isso provavelmente você terá que lembrá-lo...Mais",1,gosto outback lotado algo difícil acontecer diferença atendimento gritante fila espera dura hora pode preparar garçons estressados provavelmente lembrá,bom lotado,gosto outback lotado algo difícil acontecer diferença atendimento gritante fila espera dura hora pode preparar garçons estressados provavelmente lembrá bom lotado,2015
1435,1435,Padrão ótimo como vários do país,"Quem conhece, já sabe que os pratos são bem servidos e rico em sabor, com estilo australiano de lanches .Nessa unidade, sugiro evitar hora de pico, por causa da espera.Sempre atendimento simpático!",1,conhece sabe pratos bem servidos rico sabor estilo australiano lanches nessa unidade sugiro evitar hora pico causa espera sempre atendimento simpático,padrão ótimo vários país,conhece sabe pratos bem servidos rico sabor estilo australiano lanches nessa unidade sugiro evitar hora pico causa espera sempre atendimento simpático padrão ótimo vários país,2015
1436,1436,Bom,O mesmo padrão dos outros restaurantes da franquia. Aconselho os viajantes a escolherem sigo mais típico do cerrado e nordeste. ..,1,padrão outros restaurantes franquia aconselho viajantes escolherem sigo típico cerrado nordeste,bom,padrão outros restaurantes franquia aconselho viajantes escolherem sigo típico cerrado nordeste bom,2015
1437,1437,Atendimento excelente,"Uma das melhores opções de Brasília. Não fosse pela fila de espera, seria o melhor. Excelente para happy hour por trabalhar com a opção de dose dupla.",1,melhores opções brasília fila espera melhor excelente happy hour trabalhar opção dose dupla,atendimento excelente,melhores opções brasília fila espera melhor excelente happy hour trabalhar opção dose dupla atendimento excelente,2015
1438,1438,"Comida boa, atendimento 10 e ambiente agradável","A comida é muito boa e os garçons, de modo geral, são educados e prestativos.
O ambiente tipicamente decorado, bem como a luz baixa são bastante agradáveis, tanto para um jantar em casal quanto para refeições entre família/amigos.
A famosa Baby Back Ribs é deliciosa!...Mais",1,comida boa garçons modo geral educados prestativos ambiente tipicamente decorado bem luz baixa bastante agradáveis tanto jantar casal quanto refeições família amigos famosa baby back ribs deliciosa,comida boa atendimento ambiente agradável,comida boa garçons modo geral educados prestativos ambiente tipicamente decorado bem luz baixa bastante agradáveis tanto jantar casal quanto refeições família amigos famosa baby back ribs deliciosa comida boa atendimento ambiente agradável,2015
1439,1439,Padrão Outback...,"Comida boa, chopp gelado, só o serviço que foi beeemm demorado.....o que não é padrão nos Outbacks pelo mundo.",1,comida boa chopp gelado serviço beeemm demorado padrão outbacks mundo,padrão outback,comida boa chopp gelado serviço beeemm demorado padrão outbacks mundo padrão outback,2015
1440,1440,Excelente Restaurante,"O Outback Brasilia, localizado no Parking Shopping, é simplesmente extraordinário, possui um ambiente de alto nível, a refeição é impecável, sem falar na localização privilegiada, que é a do shopping, agregando segurança ao ambiente.",1,outback brasilia localizado parking shopping simplesmente extraordinário possui ambiente alto nível refeição impecável falar localização privilegiada shopping agregando segurança ambiente,excelente restaurante,outback brasilia localizado parking shopping simplesmente extraordinário possui ambiente alto nível refeição impecável falar localização privilegiada shopping agregando segurança ambiente excelente restaurante,2015
1441,1441,Momento Outback Iguatemi Brasília. ,"Muito bom o prato e o atendimento. Muito bom ser bem recebido. O nosso atendimento foi feito pelo Gênesis um rapaz  muito  profissional, eu e minha família  adoramos
Vivendo  #MomentoOutback",1,bom prato atendimento bom ser bem recebido atendimento feito gênesis rapaz profissional família adoramos vivendo momentooutback,momento outback iguatemi brasília,bom prato atendimento bom ser bem recebido atendimento feito gênesis rapaz profissional família adoramos vivendo momentooutback momento outback iguatemi brasília,2015
1442,1442,Amei,"Atendimento excelente, lugar aconchegante e muito bacana. A batata frita com queijos e bacon é deliciosa! Desejo voltar mais vezes e experimentar outras coisas!",1,atendimento excelente lugar aconchegante bacana batata frita queijos bacon deliciosa desejo voltar vezes experimentar outras coisas,amei,atendimento excelente lugar aconchegante bacana batata frita queijos bacon deliciosa desejo voltar vezes experimentar outras coisas amei,2015
1443,1443,ótima refeição,"Adoro as carnes do restaurante, o serviço é muito bom e no happy hour, vc pode pedir sua bebida preferida e ganha outra de graça. Tudo de bom.",1,adoro carnes restaurante serviço bom happy hour pode pedir bebida preferida ganha outra graça tudo bom,ótima refeição,adoro carnes restaurante serviço bom happy hour pode pedir bebida preferida ganha outra graça tudo bom ótima refeição,2015
1444,1444,Almoço com Amigas,"Encontrar com as amigas para almoçar é tudo de bom!! Marcar no shoping e encontrar um lugar tranquilo, sem muito barulho, é difícil!! Outback proporciona um lugar reservado onde podemos conversar com tranquilidade e principalmente comer uma saladinha gostosa e bem servida.
Sei que o...Mais",0,encontrar amigas almoçar tudo bom marcar shoping encontrar lugar tranquilo barulho difícil outback proporciona lugar reservado onde podemos conversar tranquilidade principalmente comer saladinha gostosa bem servida sei,almoço amigas,encontrar amigas almoçar tudo bom marcar shoping encontrar lugar tranquilo barulho difícil outback proporciona lugar reservado onde podemos conversar tranquilidade principalmente comer saladinha gostosa bem servida sei almoço amigas,2015
1445,1445,Qualidade ruim,"O outback do pier 21 deixou a desejar em vários aspectos...a ribs on the barbie veio dura e seca e o chicken fingers jumbo veio muito menos do que é geralmente servido em outros restaurantes. Alem disso, esqueceram as bebidas e os chopps ainda vieram...Mais",0,outback pier deixou desejar vários aspectos ribs the barbie veio dura seca chicken fingers jumbo veio menos geralmente servido outros restaurantes alem disso esqueceram bebidas chopps ainda vieram,qualidade ruim,outback pier deixou desejar vários aspectos ribs the barbie veio dura seca chicken fingers jumbo veio menos geralmente servido outros restaurantes alem disso esqueceram bebidas chopps ainda vieram qualidade ruim,2015
1446,1446,Excelente Comida,"Eu gostei muito do Outback, desde a entrada até a saída, apesar ser bem cheio a comida é muito boa, vale muito a pena, recomendo a porção de cebola empanada para a entrada e a tradicional costela para a refeição principal, a melhor que já...Mais",1,gostei outback desde entrada saída apesar ser bem cheio comida boa vale pena recomendo porção cebola empanada entrada tradicional costela refeição principal melhor,excelente comida,gostei outback desde entrada saída apesar ser bem cheio comida boa vale pena recomendo porção cebola empanada entrada tradicional costela refeição principal melhor excelente comida,2015
1447,1447,Vista Linda!!!,"Fui no do Shopping Pier.
A vista é linda . Almoçar vendo o  Lago Paranoá é muito bom.
Atendimento bom.
Ambiente igual aos demais outback. 
A carne como sempre estava deliçiosa.",1,shopping pier vista linda almoçar vendo lago paranoá bom atendimento bom ambiente igual demais outback carne sempre deliçiosa,vista linda,shopping pier vista linda almoçar vendo lago paranoá bom atendimento bom ambiente igual demais outback carne sempre deliçiosa vista linda,2015
1448,1448,Excelente. Recomendo.,"Ambiente muito agradável,correspondeu a todas as expectativas. Chopp extremamente gelado,aperitivos deliciosos e atendimento nota 10. Garçon atencioso,sem dúvida foi o grande diferencial.",1,ambiente agradável correspondeu todas expectativas chopp extremamente gelado aperitivos deliciosos atendimento nota garçon atencioso dúvida grande diferencial,excelente recomendo,ambiente agradável correspondeu todas expectativas chopp extremamente gelado aperitivos deliciosos atendimento nota garçon atencioso dúvida grande diferencial excelente recomendo,2015
1449,1449,Excelente Atendimento!!!,"Estive no Outback do Park Shopping e além das carnes fantásticas  o atendimento continua muito bom!!!
Local agradável com decoração padrão Outback , muito bom!!!",1,outback park shopping além carnes fantásticas atendimento continua bom local agradável decoração padrão outback bom,excelente atendimento,outback park shopping além carnes fantásticas atendimento continua bom local agradável decoração padrão outback bom excelente atendimento,2015
1450,1450,Steak,"Sou cliente do outback em outras cidades do Brasil, e essa foi a primeira vez que não tive um atendimento padrão Outback. Fiquei um pouco decepcionada com isso. Apesar da fila de espera ter sido grande no dia em que estive lá, os pratos não...Mais",1,cliente outback outras cidades brasil primeira vez atendimento padrão outback fiquei pouco decepcionada apesar fila espera ter sido grande dia pratos,steak,cliente outback outras cidades brasil primeira vez atendimento padrão outback fiquei pouco decepcionada apesar fila espera ter sido grande dia pratos steak,2015
1451,1451,Sempre bom,"O atendimento sempre bem feito e ágil. Porém como estava muito cheio tivemos de esperar muito tempo,  mesmo com prioridade criança de colo. Espaço interno bom, porém o entre cadeiras muito apertado.",1,atendimento sempre bem feito ágil porém cheio esperar tempo prioridade criança colo espaço interno bom porém cadeiras apertado,sempre bom,atendimento sempre bem feito ágil porém cheio esperar tempo prioridade criança colo espaço interno bom porém cadeiras apertado sempre bom,2015
1452,1452,Atendimento muito demorado,"O chopp é geladíssimo e a comida é muito boa, mas conseguir uma mesa para jantar pode demorar até 40 minutos.",0,chopp geladíssimo comida boa conseguir mesa jantar pode demorar minutos,atendimento demorado,chopp geladíssimo comida boa conseguir mesa jantar pode demorar minutos atendimento demorado,2015
1453,1453,Muito bom,Como todos Outback Que fui esse não é não muito diferente comida sempre muito boa atendimento deixou nada a desejar e o preço vale a pena,1,todos outback diferente comida sempre boa atendimento deixou nada desejar preço vale pena,bom,todos outback diferente comida sempre boa atendimento deixou nada desejar preço vale pena bom,2015
1454,1454,"Caro, mas vale à pena.","Atendimento cordial, ambiente aconchegante e boa comida são diferenciais. Mas prepare-se para a conta!",1,atendimento cordial ambiente aconchegante boa comida diferenciais prepare conta,caro vale pena,atendimento cordial ambiente aconchegante boa comida diferenciais prepare conta caro vale pena,2015
